desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
IC2944,Lambda Centauri Nebula,CLUSTERNEB,Cen,11.59639,-63.0194,7.2,4.5,B,
NGC5749,,OPENCLUSTER,Lup,14.81472,-54.4978,7.2,8.8,V,
NGC6167,,OPENCLUSTER,Ara,16.57639,-49.7717,7.2,6.7,V,
NGC6352,,GLOBULAR,Ara,17.42444,-48.4228,7.2,8.87,V,
NGC6451,,OPENCLUSTER,Sco,17.84444,-30.2117,7.2,8.2,V,
NGC6716,,OPENCLUSTER,Sgr,18.90917,-19.9008,7.2,7.5,V,
NGC6811,,OPENCLUSTER,Cyg,19.62167,46.3886,7.2,6.8,V,
IC5052,,GAL_SB,Pav,20.86806,-69.2017,7.16,11.66,V,23.25
NGC4697,,GAL_E,Vir,12.81,-5.8006,7.14,10.97,B,23.36
M87,Virgo a,GAL_E,Vir,12.51333,12.3908,7.11,8.63,V,22.79
NGC3115,Spindle Galaxy,GAL_ES0,Sex,10.08694,-7.7183,7.1,11.0,B,23.02
NGC4536,,GAL_SAB,Vir,12.57417,2.1881,7.08,10.55,V,23.26
NGC672,,GAL_GENERIC,Tri,1.79833,27.4328,7.01,11.09,V,23.58
NGC4088,,GAL_SAB,UMa,12.09278,50.5389,7.01,11.2,B,23.45
NGC1948,,CLUSTERNEB,Dor,5.42917,-66.2667,7.0,10.61,V,
NGC2071,,CLUSTERNEB,Ori,5.78528,0.2942,7.0,8.0,B,
NGC6979,,REMNANT,Cyg,20.84083,32.0258,7.0,,V,
IC5076,,REFLECTION,Cyg,20.92556,47.3956,7.0,,V,
NGC1398,,GAL_SB,For,3.64778,-26.3378,6.95,10.37,B,23.28
M85,,GAL_S0A,Com,12.42306,18.1914,6.95,9.05,V,22.87
NGC4526,,GAL_S0,Vir,12.5675,7.6994,6.95,10.6,B,23.43
NGC7582,,GAL_SB,Gru,23.30667,-42.3706,6.95,10.62,V,23.83
NGC1055,,GAL_SB,Cet,2.69556,0.4431,6.92,10.59,V,23.87
NGC2345,,OPENCLUSTER,CMa,7.13833,-13.1939,6.9,7.7,V,
NGC2818A,,CLUSTERNEB,Pyx,9.26806,-36.6267,6.9,12.5,B,
NGC2841,,GAL_SB,UMa,9.36722,50.9764,6.9,9.22,V,22.48
NGC3766,Pearl Cluster,OPENCLUSTER,Cen,11.60389,-61.6053,6.9,5.3,V,
NGC5281,,OPENCLUSTER,Cen,13.77639,-62.9167,6.9,5.9,V,
NGC6134,,OPENCLUSTER,Nor,16.46306,-49.1508,6.9,7.2,V,
NGC6178,,OPENCLUSTER,Sco,16.59639,-45.6439,6.9,7.2,V,
M9,,GLOBULAR,Oph,17.32,-18.5164,6.9,8.42,V,
NGC6374,,OPENCLUSTER,Sco,17.57833,-32.5814,6.9,5.5,V,
NGC6546,,OPENCLUSTER,Sgr,18.12306,-23.2958,6.9,8.0,V,
NGC6743,,OPENCLUSTER,Lyr,19.0225,29.2772,6.9,8.2,B,
NGC6819,Foxhead Cluster,OPENCLUSTER,Cyg,19.68806,40.1867,6.9,7.3,V,
M71,,GLOBULAR,Sge,19.89583,18.7783,6.9,6.1,V,
NGC6997,,CLUSTERNEB,Cyg,20.94417,44.6314,6.9,10.0,V,
NGC7261,,OPENCLUSTER,Cep,22.335,58.0517,6.9,8.4,V,
NGC3923,,GAL_E,Hya,11.85056,-28.8058,6.89,9.8,V,23.8
M61,Swelling Spiral,GAL_SA,Vir,12.36528,4.4736,6.89,9.65,V,23.05
NGC1232,,GAL_SAB,Eri,3.16278,-20.5792,6.79,9.87,V,23.33
NGC4214,,GAL_IRR,CVn,12.26056,36.3267,6.79,9.93,V,22.88
M60,,GAL_E,Vir,12.72778,11.5525,6.78,8.79,V,22.81
IC10,,GAL_IRR,Cas,0.33806,59.3036,6.76,9.5,V,24.53
NGC4490,,GAL_SB,CVn,12.50972,41.6439,6.71,9.79,V,21.43
NGC3344,,GAL_SA,LMi,10.72528,24.9219,6.7,9.86,V,23.33
M27,Dumbbell Nebula,PLANETARY,Vul,19.99306,22.7208,6.7,7.4,V,
IC5201,,GAL_SA,Gru,22.34917,-46.0356,6.7,11.53,B,23.53
NGC3585,,GAL_E,Hya,11.22139,-26.7544,6.61,10.64,B,23.74
NGC2252,,OPENCLUSTER,Mon,6.57833,5.3661,6.6,7.7,V,
NGC2353,,OPENCLUSTER,Mon,7.24167,-10.2656,6.6,7.1,V,
NGC2396,,OPENCLUSTER,Pup,7.4675,-11.7194,6.6,7.4,V,
NGC2482,,OPENCLUSTER,Pup,7.91917,-24.2544,6.6,7.3,V,
NGC2645,,OPENCLUSTER,Vel,8.65056,-46.2269,6.6,7.32,V,
NGC3228,,OPENCLUSTER,Vel,10.35583,-51.7222,6.6,6.0,V,
NGC4337,,OPENCLUSTER,Cru,12.40056,-58.1239,6.6,8.9,V,
M68,,GLOBULAR,Hya,12.65778,-26.7431,6.6,7.96,V,
NGC5286,,GLOBULAR,Cen,13.77417,-51.3733,6.6,8.31,V,
NGC5466,,GLOBULAR,Boo,14.09056,28.5344,6.6,9.7,V,
NGC5927,,GLOBULAR,Nor,15.46667,-50.6728,6.6,8.86,V,
NGC6152,,OPENCLUSTER,Nor,16.54583,-52.6439,6.6,8.1,V,
NGC6242,,OPENCLUSTER,Sco,16.92556,-39.4606,6.6,6.4,V,
NGC6284,,GLOBULAR,Oph,17.07444,-24.7642,6.6,7.43,V,
NGC6342,,GLOBULAR,Oph,17.35278,-19.5872,6.6,10.01,V,
M70,,GLOBULAR,Sgr,18.72028,-32.2917,6.6,9.06,V,
NGC625,,GAL_SB,Phe,1.58444,-41.4358,6.55,11.25,V,23.43
IC2531,,GAL_SA,Ant,9.99889,-29.6167,6.55,13.19,B,23.91
IC4351,,GAL_SA,Hya,13.96472,-29.3156,6.55,12.61,B,24.19
NGC2280,,GAL_SA,CMa,6.74667,-27.6383,6.53,11.13,B,23.17
IC1727,,GAL_SB,Tri,1.79167,27.3333,6.52,11.98,V,24.02
NGC3717,,GAL_SA,Hya,11.52556,-30.3078,6.52,12.21,B,24.21
NGC4753,,GAL_S0A,Vir,12.87278,-1.1994,6.49,9.95,V,23.31
NGC3198,,GAL_SA,UMa,10.33167,45.5494,6.46,10.33,V,22.68
NGC4656NED01,,GAL_SB,CVn,12.73278,32.17,6.46,10.52,V,20.62
NGC2835,,GAL_SA,Hya,9.29806,-22.3544,6.43,11.03,B,23.39
NGC1360,,PLANETARY,For,3.55417,-25.8717,6.42,9.4,V,
NGC4636,,GAL_E,Vir,12.71389,2.6878,6.35,11.84,V,22.91
NGC4731,,GAL_GENERIC,Vir,12.85028,-6.3931,6.32,12.0,B,23.72
NGC5866,Spindle Galaxy,GAL_S0A,Dra,15.10806,55.7631,6.31,9.89,V,23.4
IC1590,,CLUSTERNEB,Cas,0.88056,56.6428,6.3,,V,
NGC654,,OPENCLUSTER,Cas,1.73306,61.8825,6.3,6.5,V,
NGC1342,,OPENCLUSTER,Per,3.52778,37.3792,6.3,6.7,V,
NGC2204,,OPENCLUSTER,CMa,6.25889,-18.6656,6.3,8.6,V,
NGC4349,,OPENCLUSTER,Cru,12.40167,-61.8706,6.3,7.4,V,
NGC4527,,GAL_SAB,Vir,12.56889,2.6536,6.3,12.4,B,23.1
NGC6322,,OPENCLUSTER,Sco,17.30694,-42.9342,6.3,6.0,V,
NGC6605,,OPENCLUSTER,---,18.27278,-15.0153,6.3,6.0,V,
NGC6910,,OPENCLUSTER,Cyg,20.38667,40.7783,6.3,7.4,V,
NGC7063,,OPENCLUSTER,Cyg,21.40583,36.4872,6.3,7.0,V,
NGC1553,,GAL_S0,Dor,4.26917,-55.7803,6.25,9.4,V,22.99
NGC4293,,GAL_S0A,Com,12.35333,18.3822,6.24,11.6,B,23.61
NGC4157,,GAL_SAB,CVn,12.18417,50.4844,6.22,11.35,V,23.65
NGC5023,,GAL_SA,CVn,13.20333,44.0411,6.22,13.2,B,23.84
NGC1433,,GAL_SB,Hor,3.70056,-47.2219,6.19,9.99,V,23.12
NGC24,,GAL_SA,Scl,0.16556,-24.9631,6.18,11.58,V,24.01
NGC45,,GAL_SAB,Cet,0.23417,-23.1819,6.18,10.73,V,23.8
NGC908,,GAL_SAB,Cet,2.38444,-21.2339,6.14,10.18,V,22.86
NGC1672,,GAL_SA,Dor,4.76167,-59.2469,6.14,9.68,V,22.93
NGC3953,,GAL_SA,UMa,11.89667,52.3267,6.14,11.08,B,22.64
M77,Cetus a,GAL_SA,Cet,2.71139,0.0131,6.11,8.87,V,22.35
M100,The Mirror of M99,GAL_SAB,Com,12.38167,15.8217,6.1,9.35,V,22.61
IC5332,,GAL_SAB,Scl,23.57417,-36.1008,6.07,10.72,V,23.92
NGC3511,,GAL_SAB,Crt,11.05667,-23.0867,6.04,11.66,B,23.29
IC420,,NEBULA,Ori,5.53583,-4.5044,6.03,,V,
IC4182,,GAL_SA,CVn,13.09694,37.6047,6.01,11.86,B,25.09
NGC7410,,GAL_SB,Gru,22.91667,-39.6614,6.01,11.8,V,23.36
NGC663,,OPENCLUSTER,Cas,1.77083,61.2181,6.0,7.1,V,
NGC1893,,OPENCLUSTER,Aur,5.37889,33.4119,6.0,7.5,V,
IC423,,NEBULA,Ori,5.55583,0.6142,6.0,,V,
B033,Horsehead Nebula,DARK,Ori,5.68306,-2.4581,6.0,,V,
NGC2122,,CLUSTERNEB,Men,5.81444,-70.0697,6.0,10.43,V,
NGC2567,,OPENCLUSTER,Pup,8.30944,-30.6356,6.0,7.4,V,
IC2395,,OPENCLUSTER,Vel,8.70806,-48.1506,6.0,4.6,V,
IC2581,,OPENCLUSTER,Car,10.45806,-57.6169,6.0,4.3,V,
NGC3496,,OPENCLUSTER,Car,10.99278,-60.3367,6.0,8.2,V,
IC2948,,CLUSTERNEB,Cen,11.65167,-63.4439,6.0,,V,
NGC3960,,OPENCLUSTER,Cen,11.84222,-55.6694,6.0,8.3,V,
NGC4302,,GAL_SA,Com,12.36167,14.5981,6.0,11.61,V,23.42
H05,,OPENCLUSTER,Cru,12.45417,-60.7781,6.0,7.1,V,
NGC6259,,OPENCLUSTER,Sco,17.01222,-44.655,6.0,8.0,V,
NGC6400,,OPENCLUSTER,Sco,17.67028,-36.9478,6.0,8.8,V,
M21,,OPENCLUSTER,Sgr,18.07028,-22.4897,6.0,5.9,V,
NGC6530,,CLUSTERNEB,Sgr,18.07528,-24.3581,6.0,4.6,V,
NGC6539,,GLOBULAR,---,18.08056,-7.5856,6.0,,V,
NGC6544,,GLOBULAR,Sgr,18.12194,-24.9981,6.0,9.9,V,
M18,Black Swan,OPENCLUSTER,Sgr,18.33278,-17.1017,6.0,6.9,V,
NGC6625,,OPENCLUSTER,Sct,18.38389,-12.0239,6.0,9.0,V,
NGC6664,,OPENCLUSTER,Sct,18.60917,-8.2206,6.0,7.8,V,
M26,,OPENCLUSTER,Sct,18.75528,-9.3833,6.0,8.87,V,
NGC6755,,OPENCLUSTER,Aql,19.13028,4.2664,6.0,7.5,V,
NGC6823,,CLUSTERNEB,Vul,19.71917,23.2997,6.0,7.1,V,
IC4996,,OPENCLUSTER,Cyg,20.27556,37.5553,6.0,7.3,V,
NGC7209,,OPENCLUSTER,Lac,22.08556,46.4833,6.0,7.7,V,
NGC7184,,GAL_GENERIC,Aqr,22.04417,-20.8128,5.98,11.2,V,23.13
NGC1300,,GAL_SA,Eri,3.32806,-19.4114,5.96,10.42,V,23.3
NGC6503,,GAL_SA,Dra,17.82389,70.1442,5.94,10.28,V,22.55
NGC3675,,GAL_SA,UMa,11.43556,43.5858,5.9,11.04,B,23.13
NGC5101,,GAL_S0A,Hya,13.36278,-27.4306,5.9,10.47,V,24.15
NGC4125,,GAL_E,Dra,12.13472,65.1739,5.87,9.72,V,23.34
NGC4605,,GAL_GENERIC,UMa,12.66639,61.6092,5.87,10.94,B,22.63
NGC4976,,GAL_E,Cen,13.14389,-49.5064,5.83,10.2,V,23.63
NGC3486,,GAL_SA,LMi,11.00667,28.975,5.82,10.53,V,23.35
NGC6015,,GAL_SA,Dra,15.85667,62.31,5.81,11.14,V,23.48
M56,,GLOBULAR,Lyr,19.27667,30.1844,5.8,8.4,V,
IC2469,,GAL_SB,Pyx,9.38333,-32.4494,5.79,12.07,B,23.73
NGC5529,,GAL_SAB,Boo,14.25917,36.2264,5.79,12.9,B,23.68
IC4402,,GAL_SA,Lup,14.35333,-46.2978,5.78,12.79,B,23.43
NGC2976,,GAL_SA,UMa,9.78722,67.9164,5.77,10.16,V,22.81
NGC4866,,GAL_S0A,Vir,12.99056,14.1708,5.77,11.9,B,24.19
NGC2427,,GAL_SAB,Pup,7.60778,-47.6356,5.74,11.58,V,24.09
NGC1407,,GAL_E,Eri,3.66972,-18.5797,5.73,9.67,V,23.36
NGC4939,,GAL_SA,Vir,13.07056,-10.3394,5.71,13.8,V,23.71
NGC436,,OPENCLUSTER,Cas,1.26583,58.8169,5.7,8.8,V,
NGC2251,,OPENCLUSTER,Mon,6.57694,8.3664,5.7,7.3,V,
NGC3680,,OPENCLUSTER,Cen,11.42667,-43.25,5.7,7.6,V,
M80,,GLOBULAR,Sco,16.28417,-22.975,5.7,7.3,V,
NGC6426,,GLOBULAR,Oph,17.74833,3.17,5.7,,V,
M69,,GLOBULAR,Sgr,18.52306,-32.3481,5.7,8.31,V,
NGC6712,,GLOBULAR,Sct,18.88444,-8.7056,5.7,8.69,V,
NGC4096,,GAL_SAB,UMa,12.10028,47.4783,5.65,11.61,B,22.48
NGC2768,,GAL_E,UMa,9.19389,60.0369,5.64,9.87,V,23.38
NGC5322,,GAL_E,UMa,13.82056,60.1903,5.62,11.3,B,23.64
NGC6649,,OPENCLUSTER,Sct,18.55778,-10.4028,5.58,8.9,V,
IC5267,,GAL_S0A,Gru,22.95389,-43.3958,5.58,10.47,V,23.84
NGC3137,,GAL_SAB,Ant,10.15167,-29.0642,5.57,12.21,B,24.27
NGC3945,,GAL_S0A,UMa,11.88694,60.6756,5.55,11.6,B,24.12
M91,Missing Messier,GAL_SA,Com,12.59056,14.4961,5.55,13.57,V,23.24
NGC1792,,GAL_SA,Col,5.08694,-37.9806,5.52,10.18,V,22.68
NGC1515,,GAL_SAB,Dor,4.06722,-54.1,5.5,11.03,V,23.25
NGC1866,,GLOBULAR,Dor,5.2275,-65.4656,5.5,9.73,V,
NGC4845,,GAL_SAB,Vir,12.96667,1.5756,5.5,16.31,V,23.46
NGC5195,,GAL_SB,CVn,13.5,47.2661,5.5,9.55,V,22.84
NGC613,,GAL_SA,Scl,1.57167,-29.4181,5.48,12.71,V,23.02
NGC4450,,GAL_SA,Com,12.47472,17.0847,5.46,10.08,V,22.99
NGC4217,,GAL_SA,CVn,12.26417,47.0917,5.43,12.4,B,23.64
NGC1808,,GAL_SA,Col,5.12806,-37.5131,5.42,9.94,V,22.74
NGC2188,,GAL_SB,Col,6.16917,-34.1058,5.42,11.82,V,23.26
NGC4038,Antennae Galaxies,GAL_SB,Crv,12.03139,-18.8672,5.42,10.91,B,22.94
NGC129,,OPENCLUSTER,Cas,0.49917,60.2111,5.4,6.5,V,
NGC1807,,OPENCLUSTER,Tau,5.17917,16.5125,5.4,7.0,V,
NGC1907,,OPENCLUSTER,Aur,5.46806,35.3256,5.4,8.2,V,
NGC2175,,CLUSTERNEB,Ori,6.16083,20.4875,5.4,6.8,V,
NGC2236,,OPENCLUSTER,Mon,6.49417,6.8306,5.4,8.5,V,
NGC2286,,OPENCLUSTER,Mon,6.79417,-3.1478,5.4,7.5,V,
NGC2367,,OPENCLUSTER,CMa,7.33444,-21.8842,5.4,7.9,V,
NGC2414,,OPENCLUSTER,Pup,7.55333,-15.4539,5.4,7.9,V,
NGC2627,,OPENCLUSTER,Pyx,8.62056,-29.9506,5.4,8.4,V,
Mel105,,OPENCLUSTER,Car,11.32806,-63.4831,5.4,8.5,V,
NGC4609,Coalsack Cluster,OPENCLUSTER,Cru,12.70444,-62.9956,5.4,6.9,V,
NGC4852,,OPENCLUSTER,Cen,13.00083,-59.6092,5.4,8.9,V,
NGC5986,,GLOBULAR,Lup,15.7675,-37.7858,5.4,6.92,V,
NGC6144,,GLOBULAR,Sco,16.45389,-26.0244,5.4,9.63,V,
NGC6287,,GLOBULAR,Oph,17.08556,-22.7081,5.4,10.3,V,
NGC6356,,GLOBULAR,Oph,17.39306,-17.8131,5.4,7.42,V,
NGC6453,,GLOBULAR,Sco,17.84778,-34.6,5.4,10.49,B,
NGC6520,,OPENCLUSTER,Sgr,18.05667,-27.8858,5.4,7.6,V,
NGC6553,,GLOBULAR,Sgr,18.15444,-25.9078,5.4,9.08,B,
NGC6558,,GLOBULAR,Sgr,18.17167,-31.7633,5.4,11.29,V,
NGC6645,,OPENCLUSTER,Sgr,18.54389,-16.8839,5.4,8.5,V,
NGC6760,,GLOBULAR,Aql,19.18667,1.0303,5.4,9.78,V,
NGC6934,,GLOBULAR,Del,20.56944,7.4039,5.4,9.75,V,
NGC4388,,GAL_SB,Vir,12.42944,12.6619,5.38,11.02,V,23.2
NGC3877,,GAL_SA,UMa,11.76889,47.4942,5.36,11.8,B,23.01
NGC4039,Antennae Galaxies,GAL_SB,Crv,12.03167,-18.8858,5.36,11.08,B,22.82
NGC5161,,GAL_SA,Cen,13.48694,-33.1739,5.36,11.0,V,23.43
NGC5566,,GAL_SB,Vir,14.33889,3.9336,5.36,10.55,V,23.3
NGC6300,,GAL_SB,Ara,17.28306,-62.8206,5.33,13.08,V,23.0
NGC5247,,GAL_SAB,Vir,13.63417,-17.8842,5.32,10.77,B,22.95
NGC1332,,GAL_ES0,Eri,3.43806,-21.3353,5.31,11.45,B,23.55
NGC2146,,GAL_SB,Cam,6.31056,78.3569,5.31,10.59,V,22.76
NGC1783,,GLOBULAR,Dor,4.98556,-65.9869,5.3,10.93,V,
NGC4429,,GAL_S0A,Vir,12.45722,11.1075,5.3,11.4,B,23.17
IC4721,,GAL_GENERIC,Pav,18.57333,-58.4967,5.3,11.63,V,23.75
NGC1744,,GAL_SB,Lep,4.99917,-26.0219,5.28,11.41,V,23.23
NGC3726,,GAL_SA,UMa,11.55556,47.0292,5.27,11.11,B,22.7
NGC5643,,GAL_SA,Lup,14.54444,-44.1742,5.27,13.6,V,23.02
NGC7606,,GAL_SA,Aqr,23.31806,-8.4847,5.26,11.5,B,23.81
NGC3175,,GAL_SA,Ant,10.24472,-28.8717,5.25,12.14,B,23.84
NGC1617,,GAL_SB,Dor,4.52778,-54.6019,5.24,10.26,V,23.17
NGC3384,,GAL_ES0,Leo,10.80444,12.6292,5.24,10.0,B,23.17
NGC4144,,GAL_SAB,UMa,12.16639,46.4569,5.24,12.17,B,23.01
NGC3077,,GAL_SA,UMa,10.05528,68.7339,5.21,10.14,V,22.8
NGC1763,,CLUSTERNEB,Dor,4.94667,-66.4092,5.2,9.4,V,
NGC1350,,GAL_SA,For,3.51889,-33.6283,5.18,10.52,V,23.06
NGC1964,,GAL_SAB,Lep,5.55583,-21.9456,5.16,10.81,V,23.25
NGC7456,,GAL_SA,Gru,23.03583,-39.5692,5.15,12.27,B,23.74
IC5152,,GAL_IRR,Ind,22.045,-51.2964,5.13,10.9,V,22.38
NGC1340,,GAL_E,For,3.47194,-31.0681,5.12,10.32,V,23.6
NGC4365,,GAL_E,Vir,12.40778,7.3175,5.12,11.5,B,22.9
NGC1261,,GLOBULAR,Hor,3.20417,-55.2167,5.1,8.63,V,
NGC1513,,OPENCLUSTER,Per,4.16528,49.5172,5.1,8.4,V,
NGC1760,,HII,Dor,4.94556,-66.5269,5.1,,V,
NGC2014,,NEBULA,Dor,5.53889,-67.6894,5.1,8.97,V,
NGC2250,,OPENCLUSTER,Mon,6.56389,-5.0842,5.1,8.9,V,
NGC2421,,OPENCLUSTER,Pup,7.60306,-20.6119,5.1,8.3,V,
NGC2659,,OPENCLUSTER,Vel,8.70917,-45.0006,5.1,8.6,V,
NGC3293,,OPENCLUSTER,Car,10.59667,-58.2242,5.1,4.7,V,
NGC3330,,OPENCLUSTER,Vel,10.64556,-54.1306,5.1,7.4,V,
NGC3590,,OPENCLUSTER,Car,11.21639,-60.7892,5.1,8.2,V,
NGC4052,,OPENCLUSTER,Cru,12.03444,-63.2233,5.1,8.8,V,
NGC5617,,OPENCLUSTER,Cen,14.49556,-60.7106,5.1,6.3,V,
IC4499,,GLOBULAR,Aps,15.00528,-82.2133,5.1,8.56,V,
NGC5824,,GLOBULAR,Lup,15.06639,-33.0681,5.1,9.56,V,
NGC6440,,GLOBULAR,Sgr,17.81444,-20.3594,5.1,10.1,V,
NGC6584,,GLOBULAR,Tel,18.31056,-52.2153,5.1,8.17,V,
M28,,GLOBULAR,Sgr,18.40917,-24.8694,5.1,6.9,V,
NGC6652,,GLOBULAR,Sgr,18.59583,-32.9903,5.1,9.75,V,
M54,,GLOBULAR,Sgr,18.9175,-30.4783,5.1,7.7,V,
NGC6749,,GLOBULAR,Aql,19.08778,1.9006,5.1,12.4,V,
H20,,OPENCLUSTER,Sge,19.885,18.3331,5.1,7.7,V,
NGC6866,,OPENCLUSTER,Cyg,20.06528,44.1589,5.1,7.6,V,
NGC1549,,GAL_E,Dor,4.2625,-55.5919,5.09,9.79,V,23.08
NGC5965,,GAL_SAB,Dra,15.56694,56.6856,5.08,13.4,B,23.75
NGC488,,GAL_SA,Psc,1.36306,5.2567,5.05,15.0,B,23.15
M99,Coma Pinwheel,GAL_SA,Com,12.31389,14.4164,5.04,9.87,V,22.6
NGC5054,,GAL_SA,Vir,13.28278,-16.635,5.04,11.3,B,23.45
NGC4312,,GAL_SA,Com,12.37528,15.5378,5.02,11.72,V,23.9
NGC1404,,GAL_E,For,3.64778,-35.5942,5.01,10.0,V,23.26
NGC2336,,GAL_SA,Cam,7.45083,80.1781,5.01,12.51,V,22.98
M58,,GAL_SA,Vir,12.62889,11.8181,5.01,9.66,V,22.49
NGC5253,,GAL_SB,Cen,13.66556,-31.64,5.01,10.49,V,22.28
NGC7424,,GAL_SA,Gru,22.95472,-41.0706,5.01,10.38,V,22.75
NGC1973,,NEBULA,Ori,5.58444,-4.7317,5.0,7.0,B,
NGC2069,,NEBULA,Dor,5.64583,-68.9742,5.0,10.1,V,
IC446,,CLUSTERNEB,Mon,6.51806,10.4592,5.0,,V,
IC2220,Toby Jug Nebula,REFLECTION,Car,7.94722,-59.1256,5.0,,V,
NGC2626,,REFLECTION,Vel,8.59139,-40.6681,5.0,,V,
NGC3247,,HII,Car,10.40389,-57.7631,5.0,7.6,V,
NGC7462,,GAL_SB,Gru,23.04583,-40.8353,4.99,12.07,B,23.2
NGC210,,GAL_SAB,Cet,0.67639,-13.8728,4.98,11.8,B,23.58
NGC2533,,OPENCLUSTER,Pup,8.11778,-29.8839,4.98,7.6,V,
NGC4666,,GAL_SAB,Vir,12.75222,0.4617,4.97,11.7,B,22.92
NGC1337,,GAL_GENERIC,Eri,3.46806,-8.3883,4.94,12.53,B,23.54
NGC1425,,GAL_SA,For,3.70306,-29.8931,4.91,11.61,B,22.92
NGC7713,,GAL_SA,Scl,23.60417,-37.9381,4.91,11.63,B,22.97
M105,,GAL_E,Leo,10.79694,12.5814,4.89,9.76,V,22.54
NGC4013,,GAL_SAB,UMa,11.97528,43.9464,4.89,12.4,B,23.64
NGC4051,,GAL_SAB,UMa,12.05278,44.5311,4.89,12.92,V,22.87
NGC1367,,GAL_SA,For,3.58333,-24.9331,4.88,11.48,B,23.57
IC2000,,GAL_GENERIC,Hor,3.81889,-48.8581,4.88,12.9,B,23.65
NGC2207,,GAL_SAB,CMa,6.27278,-21.3728,4.86,10.65,V,23.84
NGC5530,,GAL_SAB,Lup,14.30722,-43.3883,4.86,11.0,V,23.36
NGC4036,,GAL_S0,UMa,12.02417,61.8956,4.85,11.2,V,23.66
IC764,,GAL_SAB,Hya,12.17056,-29.7367,4.84,13.03,B,23.93
NGC6221,,GAL_SA,Ara,16.87917,-59.2183,4.84,13.45,V,22.54
NGC7213,,GAL_SA,Gru,22.15417,-47.1667,4.84,12.08,V,23.05
NGC578,,GAL_SA,Cet,1.50806,-22.6675,4.82,10.93,V,23.28
NGC2784,,GAL_S0,Hya,9.20556,-24.1722,4.82,10.16,V,23.34
NGC5005,,GAL_SAB,CVn,13.18194,37.0592,4.82,13.67,V,21.82
NGC2986,,GAL_E,Hya,9.73778,-21.2781,4.81,10.93,V,23.96
NGC7599,,GAL_GENERIC,Gru,23.3225,-42.2567,4.81,11.41,V,23.29
IC2128,,CLUSTERNEB,Dor,5.37889,-68.0608,4.8,11.1,V,
NGC1931,,CLUSTERNEB,Aur,5.52333,34.2464,4.8,10.1,V,
NGC2298,,GLOBULAR,Pup,6.81639,-36.0053,4.8,8.89,V,
NGC2299,,OPENCLUSTER,Mon,6.865,-7.0828,4.8,8.9,V,
NGC2331,,OPENCLUSTER,Gem,7.11667,27.2614,4.8,8.5,V,
NGC2354,,OPENCLUSTER,CMa,7.23444,-25.6889,4.8,6.5,V,
NGC2384,,OPENCLUSTER,CMa,7.41917,-21.0197,4.8,7.4,V,
NGC2910,,OPENCLUSTER,Vel,9.50806,-52.9139,4.8,7.2,V,
NGC3033,,OPENCLUSTER,Vel,9.80944,-56.4297,4.8,8.8,V,
NGC3324,,CLUSTERNEB,Car,10.62083,-58.6192,4.8,6.7,V,
NGC4463,,OPENCLUSTER,Mus,12.49833,-64.7894,4.8,7.2,V,
NGC5053,,GLOBULAR,Com,13.27417,17.6975,4.8,9.96,V,
NGC5925,,OPENCLUSTER,Nor,15.45722,-54.5289,4.8,8.4,V,
NGC6031,,OPENCLUSTER,Nor,16.12639,-54.015,4.8,8.5,V,
NGC6229,,GLOBULAR,Her,16.78306,47.5278,4.8,9.86,V,
NGC6316,,GLOBULAR,Oph,17.27667,-28.14,4.8,9.03,V,
NGC6425,,OPENCLUSTER,Sco,17.78389,-31.5292,4.8,7.2,V,
NGC6441,,GLOBULAR,Sco,17.83667,-37.0508,4.8,8.0,V,
NGC6517,,GLOBULAR,Oph,18.03056,-8.9592,4.8,11.08,B,
NGC7086,,OPENCLUSTER,Cyg,21.50778,51.6003,4.8,8.4,V,
NGC4958,,GAL_S0,Vir,13.09667,-8.0203,4.79,12.1,B,23.53
NGC3003,,GAL_SA,LMi,9.81,33.4214,4.74,12.3,B,23.22
IC4329,,GAL_ES0,Cen,13.81806,-30.2956,4.74,11.54,V,24.33
NGC4654,,GAL_SA,Vir,12.73222,13.1267,4.72,11.8,B,22.65
NGC1395,,GAL_E,Eri,3.64167,-23.0272,4.71,10.71,B,22.83
NGC3718,,GAL_SA,UMa,11.54306,53.0678,4.7,10.61,V,23.29
NGC6872,,GAL_SB,Pav,20.28222,-70.7681,4.7,11.59,V,24.03
NGC3593,,GAL_S0A,Leo,11.24333,12.8175,4.69,11.8,B,23.82
NGC4206,,GAL_SA,Vir,12.25444,13.0239,4.69,12.15,V,23.73
NGC2442,,GAL_SA,Vol,7.60667,-69.5306,4.68,10.42,V,23.21
NGC6925,,GAL_SA,Mic,20.5725,-31.9806,4.68,11.3,V,23.06
NGC2640,,GAL_ES0,Car,8.62333,-55.1239,4.67,,V,24.18
NGC3495,,GAL_SAB,Leo,11.02083,3.6278,4.66,13.1,B,23.22
NGC4178,,GAL_SA,Vir,12.21278,10.8658,4.66,12.9,B,22.87
NGC4449,,GAL_IRR,CVn,12.46944,44.0936,4.66,9.64,V,21.1
NGC2217,,GAL_S0A,CMa,6.36083,-27.2339,4.63,11.93,V,23.69
NGC2395,,OPENCLUSTER,Gem,7.45333,13.6081,4.62,8.0,V,
NGC4145,,GAL_SA,CVn,12.16694,39.8836,4.62,12.2,B,23.19
IC4296,,GAL_E,Cen,13.61056,-33.9656,4.62,12.99,V,23.73
